sku_id,description,category,unit_cost,velocity_class,reorder_point,reorder_qty,last_cycle_count_date
HVAC-PIPE-PEX-02289,"PEX Tubing, 2""",Pipe & Fittings,11.87,C,13,36,2026-01-09
HVAC-ELE-THHN-02290,"THHN Wire, 10 AWG",Electrical,70.48,B,17,36,2026-03-28
HVAC-PIPE-CAST-02291,"Cast Iron Pipe, 3/4""",Pipe & Fittings,29.65,B,14,34,2026-04-24
HVAC-VLV-GATE-02292,"Gate Valve, 1-1/4""",Valves,141.42,C,2,3,2026-04-06
HVAC-CTL-SMART-02293,"Smart Thermostat, 24V",Controls,120.54,C,2,3,2026-03-23
HVAC-MOT-BLOWE-02294,"Blower Motor, 1 HP",Motor,370.71,B,32,63,2026-05-19
HVAC-VLV-CHECK-02295,"Check Valve, 1""",Valves,320.0,C,9,18,2026-04-24
HVAC-ELE-DISCO-02296,"Disconnect Switch, 10 AWG",Electrical,25.13,B,21,43,2026-05-29
HVAC-WH-EXPAN-02297,"Expansion Tank, 50 gal",Water Heaters,1083.36,C,12,26,2026-01-25
HVAC-CTL-FURNA-02298,"Furnace Control Board, 45 MFD",Controls,344.4,B,20,50,2026-04-22
HVAC-PIPE-PEX-02299,"PEX Tubing, 4""",Pipe & Fittings,38.98,B,8,16,2026-03-27
HVAC-PIPE-PEX-02300,"PEX Tubing, 1""",Pipe & Fittings,42.93,C,2,4,2026-03-22
HVAC-COMP-SCROL-02301,"Scroll Compressor, 2.5 Ton 230V",Compressor,1564.83,B,26,57,2026-03-25
HVAC-VLV-BALL-02302,"Ball Valve, 1-1/4""",Valves,71.21,C,5,9,2026-02-02
HVAC-VLV-GATE-02303,"Gate Valve, 1""",Valves,316.9,A,53,90,2026-05-02
HVAC-WH-EXPAN-02304,"Expansion Tank, 75 gal",Water Heaters,1102.13,A,36,90,2026-05-16
HVAC-REF-R454B-02305,"R-454B, 30lb tank",Refrigerant,128.17,C,10,25,2026-02-24
HVAC-ELE-THHN-02306,"THHN Wire, 12 AWG",Electrical,65.43,C,12,30,2026-02-23
HVAC-PIPE-COPPE-02307,"Copper Fitting Elbow, 1/2""",Pipe & Fittings,16.69,C,7,16,2026-05-28
HVAC-CTL-CAPAC-02308,"Capacitor, 24V",Controls,213.66,B,19,51,2026-05-31
HVAC-PIPE-PEX-02309,"PEX Tubing, 1-1/2""",Pipe & Fittings,48.58,C,3,5,2026-02-25
HVAC-ELE-THHN-02310,"THHN Wire, 60A",Electrical,53.32,C,21,43,2026-02-10
HVAC-VLV-PRESS-02311,"Pressure Reducing Valve, 2""",Valves,24.56,B,23,40,2026-06-07
HVAC-PIPE-CAST-02312,"Cast Iron Pipe, 3/4""",Pipe & Fittings,50.88,C,16,28,2026-02-13
HVAC-WH-ELECT-02313,"Electric Water Heater, 40 gal",Water Heaters,1073.54,C,9,14,2026-02-01
HVAC-CTL-SMART-02314,"Smart Thermostat, 30A",Controls,72.06,C,10,22,2026-02-20
HVAC-ELE-CIRCU-02315,"Circuit Breaker, 12 AWG",Electrical,54.5,C,4,11,2026-04-22
HVAC-PIPE-CPVC-02316,"CPVC Pipe, 1/2""",Pipe & Fittings,40.44,B,16,33,2026-04-29
HVAC-PIPE-PVC-02317,"PVC Pipe, 1-1/2""",Pipe & Fittings,26.08,C,2,5,2026-03-21
HVAC-REF-R22-02318,"R-22, 12oz can",Refrigerant,188.08,C,19,54,2026-04-15
HVAC-WH-EXPAN-02319,"Expansion Tank, 50 gal",Water Heaters,2225.44,C,20,49,2026-04-23
HVAC-VLV-BALL-02320,"Ball Valve, 1""",Valves,21.92,B,19,48,2026-05-04
HVAC-CTL-CAPAC-02321,"Capacitor, 40A",Controls,125.5,A,47,140,2026-05-24
HVAC-VLV-CHECK-02322,"Check Valve, 3/4""",Valves,42.54,A,54,140,2026-06-21
HVAC-REF-R454B-02323,"R-454B, 30lb tank",Refrigerant,229.54,C,18,41,2026-02-25
HVAC-ELE-THHN-02324,"THHN Wire, 30A",Electrical,23.86,B,27,41,2026-06-03
HVAC-VLV-PRESS-02325,"Pressure Reducing Valve, 2""",Valves,23.79,B,24,67,2026-03-01
HVAC-CTL-FURNA-02326,"Furnace Control Board, 120V",Controls,62.89,B,20,52,2026-04-02
HVAC-WH-ELECT-02327,"Electric Water Heater, 50 gal",Water Heaters,470.78,C,20,49,2026-03-17
HVAC-ELE-CIRCU-02328,"Circuit Breaker, 10 AWG",Electrical,98.17,A,47,125,2026-05-06
HVAC-CTL-SMART-02329,"Smart Thermostat, 70 MFD",Controls,40.81,B,18,45,2026-05-25
HVAC-REF-R410A-02330,"R-410A, 12oz can",Refrigerant,339.69,B,10,25,2026-04-19
HVAC-COMP-ROTAR-02331,"Rotary Compressor, 5 Ton 460V",Compressor,4061.17,C,5,10,2026-03-12
HVAC-PIPE-PVC-02332,"PVC Pipe, 3/4""",Pipe & Fittings,16.55,C,8,21,2026-03-10
HVAC-PIPE-PEX-02333,"PEX Tubing, 1""",Pipe & Fittings,30.45,B,5,8,2026-04-15
HVAC-PIPE-PEX-02334,"PEX Tubing, 4""",Pipe & Fittings,20.23,C,18,49,2026-01-25
HVAC-PIPE-COPPE-02335,"Copper Fitting Elbow, 1""",Pipe & Fittings,71.1,B,10,23,2026-05-18
HVAC-CTL-CAPAC-02336,"Capacitor, 70 MFD",Controls,105.06,A,43,125,2026-06-10
HVAC-CTL-RELAY-02337,"Relay, 45 MFD",Controls,85.92,A,56,130,2026-05-30
HVAC-WH-TANKL-02338,"Tankless Water Heater, 50 gal",Water Heaters,650.17,B,22,56,2026-04-24
HVAC-PIPE-COPPE-02339,"Copper Fitting Elbow, 1-1/2""",Pipe & Fittings,58.81,C,8,23,2026-01-08
HVAC-PIPE-COPPE-02340,"Copper Fitting Elbow, 4""",Pipe & Fittings,59.61,B,22,53,2026-05-15
HVAC-CTL-FURNA-02341,"Furnace Control Board, 45 MFD",Controls,59.47,C,2,4,2026-03-14
HVAC-REF-R410A-02342,"R-410A, 12oz can",Refrigerant,207.03,B,16,35,2026-05-14
HVAC-CU-ACR-02343,"ACR Copper, 1/4 in. x 50ft",Copper Tubing,60.64,C,15,39,2026-01-15
HVAC-CTL-FURNA-02344,"Furnace Control Board, 120V",Controls,74.99,A,44,75,2026-05-19
HVAC-ELE-THHN-02345,"THHN Wire, 10 AWG",Electrical,105.4,A,47,73,2026-05-11
HVAC-CU-ACR-02346,"ACR Copper, 1/4 in. x 50ft",Copper Tubing,318.67,A,46,98,2026-05-20
HVAC-ELE-CIRCU-02347,"Circuit Breaker, 10 AWG",Electrical,44.3,B,13,27,2026-05-17
HVAC-CU-LINE-02348,"Line Set, 1/2 in. x 50ft",Copper Tubing,59.96,C,9,22,2026-02-26
HVAC-MOT-CONDE-02349,"Condenser Fan Motor, 3/4 HP",Motor,190.38,C,2,4,2026-01-19
HVAC-CTL-CAPAC-02350,"Capacitor, 40A",Controls,80.26,A,52,119,2026-07-05
HVAC-COMP-ROTAR-02351,"Rotary Compressor, 2.5 Ton 230V",Compressor,2277.61,C,2,3,2026-03-05
HVAC-PIPE-CAST-02352,"Cast Iron Pipe, 1-1/2""",Pipe & Fittings,28.14,C,11,19,2026-03-11
HVAC-PIPE-CPVC-02353,"CPVC Pipe, 3/4""",Pipe & Fittings,92.76,B,10,20,2026-04-30
HVAC-CTL-CAPAC-02354,"Capacitor, 45 MFD",Controls,235.36,A,57,162,2026-06-21
HVAC-VLV-CHECK-02355,"Check Valve, 2""",Valves,95.75,C,11,32,2026-03-10
HVAC-MOT-PSC-02356,"PSC Motor, 1/6 HP",Motor,188.86,A,49,93,2026-06-17
HVAC-MOT-ECM-02357,"ECM Motor, 1 HP",Motor,128.54,C,12,25,2026-02-03
HVAC-ELE-EMT-02358,"EMT Conduit, 20A",Electrical,25.56,C,12,34,2026-02-20
HVAC-CU-SOFT-02359,"Soft Copper Tubing, 1/2 in. x 50ft",Copper Tubing,90.56,C,12,19,2026-03-22
HVAC-ELE-EMT-02360,"EMT Conduit, 30A",Electrical,36.47,B,12,23,2026-04-21
HVAC-VLV-PRESS-02361,"Pressure Reducing Valve, 1/2""",Valves,80.23,B,13,34,2026-03-20
HVAC-VLV-CHECK-02362,"Check Valve, 2""",Valves,54.77,C,2,5,2026-03-26
HVAC-CU-LINE-02363,"Line Set, 1/4 in. x 50ft",Copper Tubing,54.57,A,52,133,2026-07-02
HVAC-ELE-EMT-02364,"EMT Conduit, 30A",Electrical,139.21,C,2,3,2026-02-05
HVAC-COMP-VARIA-02365,"Variable Speed Compressor, 2 Ton 208V",Compressor,1172.0,C,11,18,2026-03-02
HVAC-CU-ACR-02366,"ACR Copper, 3/8 in. x 50ft",Copper Tubing,64.77,A,41,95,2026-05-21
HVAC-CU-SOFT-02367,"Soft Copper Tubing, 3/8 in. x 50ft",Copper Tubing,80.34,A,47,75,2026-05-27
HVAC-PIPE-CPVC-02368,"CPVC Pipe, 1/2""",Pipe & Fittings,50.3,C,8,23,2026-03-31
HVAC-ELE-THHN-02369,"THHN Wire, 60A",Electrical,111.7,C,7,15,2026-02-15
HVAC-COMP-VARIA-02370,"Variable Speed Compressor, 3 Ton 230V",Compressor,2806.35,C,11,20,2026-03-06
HVAC-CTL-FURNA-02371,"Furnace Control Board, 30A",Controls,30.06,C,22,36,2026-03-19
HVAC-CU-LINE-02372,"Line Set, 5/8 in. x 50ft",Copper Tubing,131.78,C,6,10,2026-02-24
HVAC-VLV-PRESS-02373,"Pressure Reducing Valve, 2""",Valves,93.39,C,12,21,2026-04-25
HVAC-CTL-SMART-02374,"Smart Thermostat, 45 MFD",Controls,41.32,B,17,35,2026-03-25
HVAC-REF-R32-02375,"R-32, 12oz can",Refrigerant,392.01,C,5,14,2026-03-12
HVAC-PIPE-CAST-02376,"Cast Iron Pipe, 3/4""",Pipe & Fittings,51.65,B,22,59,2026-05-02
HVAC-CU-SOFT-02377,"Soft Copper Tubing, 3/8 in. x 50ft",Copper Tubing,125.03,A,37,88,2026-06-05
HVAC-PIPE-PVC-02378,"PVC Pipe, 3/4""",Pipe & Fittings,22.23,C,4,7,2026-01-16
HVAC-CTL-CONTA-02379,"Contactor, 45 MFD",Controls,215.43,B,30,89,2026-05-12
HVAC-VLV-GATE-02380,"Gate Valve, 2""",Valves,52.09,C,13,37,2026-03-08
HVAC-COMP-VARIA-02381,"Variable Speed Compressor, 5 Ton 460V",Compressor,1142.72,B,30,66,2026-03-07
HVAC-WH-GAS-02382,"Gas Water Heater, 75 gal",Water Heaters,1578.51,C,2,4,2026-03-20
HVAC-ELE-CIRCU-02383,"Circuit Breaker, 3/4 in.",Electrical,87.0,B,16,35,2026-05-29
HVAC-REF-R407C-02384,"R-407C, 50lb jug",Refrigerant,451.55,B,19,50,2026-04-22
HVAC-CU-LINE-02385,"Line Set, 3/8 in. x 50ft",Copper Tubing,79.41,A,62,156,2026-05-15
HVAC-ELE-THHN-02386,"THHN Wire, 3/4 in.",Electrical,42.77,A,53,149,2026-08-07
HVAC-CU-SOFT-02387,"Soft Copper Tubing, 3/8 in. x 50ft",Copper Tubing,98.39,C,2,4,2026-01-25
HVAC-MOT-BLOWE-02388,"Blower Motor, 3/4 HP",Motor,106.98,B,22,36,2026-06-03
HVAC-CTL-RELAY-02389,"Relay, 40A",Controls,71.89,B,21,34,2026-05-17
HVAC-MOT-BLOWE-02390,"Blower Motor, 1/3 HP",Motor,197.0,C,2,5,2026-03-24
HVAC-ELE-THHN-02391,"THHN Wire, 30A",Electrical,55.73,B,25,47,2026-03-01
HVAC-PIPE-COPPE-02392,"Copper Fitting Elbow, 1-1/2""",Pipe & Fittings,25.47,B,20,33,2026-04-05
HVAC-PIPE-CAST-02393,"Cast Iron Pipe, 1-1/2""",Pipe & Fittings,31.21,C,16,39,2026-04-12
HVAC-PIPE-CPVC-02394,"CPVC Pipe, 1-1/2""",Pipe & Fittings,34.21,B,19,42,2026-04-14
HVAC-PIPE-COPPE-02395,"Copper Fitting Elbow, 3/4""",Pipe & Fittings,63.09,B,30,69,2026-05-16
HVAC-PIPE-COPPE-02396,"Copper Fitting Elbow, 1/2""",Pipe & Fittings,77.63,C,5,14,2026-04-15
HVAC-CTL-SMART-02397,"Smart Thermostat, 30A",Controls,75.89,C,7,19,2026-03-10
HVAC-ELE-EMT-02398,"EMT Conduit, 10 AWG",Electrical,45.01,C,11,32,2026-04-04
HVAC-PIPE-CAST-02399,"Cast Iron Pipe, 2""",Pipe & Fittings,19.32,C,5,9,2026-03-07
HVAC-ELE-THHN-02400,"THHN Wire, 12 AWG",Electrical,20.53,B,18,45,2026-04-29
HVAC-VLV-PRESS-02401,"Pressure Reducing Valve, 3/4""",Valves,95.28,C,17,47,2026-04-01
HVAC-MOT-BLOWE-02402,"Blower Motor, 1/2 HP",Motor,449.6,C,2,3,2026-02-12
HVAC-PIPE-PEX-02403,"PEX Tubing, 3/4""",Pipe & Fittings,71.85,A,55,114,2026-05-30
HVAC-REF-R22-02404,"R-22, 50lb jug",Refrigerant,219.51,C,24,48,2026-01-14
HVAC-CU-ACR-02405,"ACR Copper, 5/8 in. x 50ft",Copper Tubing,87.48,C,2,4,2026-01-18
HVAC-CU-LINE-02406,"Line Set, 3/8 in. x 50ft",Copper Tubing,235.82,C,6,13,2026-02-20
HVAC-MOT-BLOWE-02407,"Blower Motor, 1/3 HP",Motor,219.65,C,4,8,2026-03-21
HVAC-CU-SOFT-02408,"Soft Copper Tubing, 3/8 in. x 50ft",Copper Tubing,69.12,C,13,30,2026-03-12
HVAC-VLV-CHECK-02409,"Check Valve, 3/4""",Valves,35.78,C,18,36,2026-03-15
HVAC-PIPE-CPVC-02410,"CPVC Pipe, 1/2""",Pipe & Fittings,27.02,C,8,20,2026-03-16
HVAC-CTL-RELAY-02411,"Relay, 70 MFD",Controls,195.25,B,28,47,2026-06-07
HVAC-CU-SOFT-02412,"Soft Copper Tubing, 3/8 in. x 50ft",Copper Tubing,259.11,C,14,23,2026-02-16
HVAC-CTL-CAPAC-02413,"Capacitor, 120V",Controls,166.59,B,23,58,2026-04-20
HVAC-CU-ACR-02414,"ACR Copper, 1/2 in. x 50ft",Copper Tubing,112.44,C,16,38,2026-03-11
HVAC-PIPE-COPPE-02415,"Copper Fitting Elbow, 1/2""",Pipe & Fittings,46.95,B,27,45,2026-03-31
HVAC-VLV-BALL-02416,"Ball Valve, 2""",Valves,19.79,C,7,15,2026-01-19
HVAC-VLV-CHECK-02417,"Check Valve, 2""",Valves,94.84,A,38,111,2026-06-07
HVAC-ELE-THHN-02418,"THHN Wire, 3/4 in.",Electrical,67.12,C,12,28,2026-03-26
HVAC-PIPE-CAST-02419,"Cast Iron Pipe, 1-1/2""",Pipe & Fittings,38.01,C,15,40,2026-01-28
HVAC-PIPE-PEX-02420,"PEX Tubing, 4""",Pipe & Fittings,29.64,B,7,18,2026-05-11
HVAC-CU-LINE-02421,"Line Set, 1/2 in. x 50ft",Copper Tubing,111.09,C,16,42,2026-03-30
HVAC-MOT-CONDE-02422,"Condenser Fan Motor, 3/4 HP",Motor,192.88,B,16,42,2026-06-16
HVAC-CTL-RELAY-02423,"Relay, 40A",Controls,45.47,C,4,11,2026-02-17
HVAC-REF-R32-02424,"R-32, 25lb cylinder",Refrigerant,223.11,B,27,76,2026-04-08
HVAC-CTL-CONTA-02425,"Contactor, 30A",Controls,184.77,A,46,114,2026-05-14
HVAC-REF-R410A-02426,"R-410A, 12oz can",Refrigerant,346.93,C,3,6,2026-03-05
HVAC-CU-LINE-02427,"Line Set, 1/4 in. x 50ft",Copper Tubing,160.79,B,28,54,2026-05-04
HVAC-ELE-DISCO-02428,"Disconnect Switch, 30A",Electrical,25.0,B,22,40,2026-04-15
HVAC-ELE-CIRCU-02429,"Circuit Breaker, 3/4 in.",Electrical,128.84,C,8,22,2026-04-05
HVAC-PIPE-CPVC-02430,"CPVC Pipe, 1""",Pipe & Fittings,17.87,C,18,27,2026-03-18
HVAC-PIPE-PEX-02431,"PEX Tubing, 2""",Pipe & Fittings,28.99,C,4,7,2026-02-05
HVAC-VLV-BALL-02432,"Ball Valve, 1/2""",Valves,24.52,C,6,9,2026-03-03
HVAC-CTL-RELAY-02433,"Relay, 45 MFD",Controls,69.66,C,11,23,2026-05-05
HVAC-ELE-EMT-02434,"EMT Conduit, 10 AWG",Electrical,26.24,B,24,58,2026-04-15
HVAC-PIPE-CPVC-02435,"CPVC Pipe, 4""",Pipe & Fittings,158.78,A,37,77,2026-06-20
HVAC-REF-R22-02436,"R-22, 12oz can",Refrigerant,206.72,C,21,42,2026-03-16
HVAC-REF-R410A-02437,"R-410A, 25lb cylinder",Refrigerant,247.47,C,5,13,2026-03-08
HVAC-WH-TANKL-02438,"Tankless Water Heater, 75 gal",Water Heaters,811.07,C,16,46,2026-04-26
HVAC-MOT-ECM-02439,"ECM Motor, 1 HP",Motor,179.74,B,27,80,2026-04-02
HVAC-MOT-ECM-02440,"ECM Motor, 1/2 HP",Motor,168.31,B,29,68,2026-04-10
HVAC-PIPE-COPPE-02441,"Copper Fitting Elbow, 1""",Pipe & Fittings,60.32,C,17,26,2026-02-14
HVAC-CU-SOFT-02442,"Soft Copper Tubing, 1/4 in. x 50ft",Copper Tubing,128.68,C,2,3,2026-03-14
HVAC-CTL-SMART-02443,"Smart Thermostat, 70 MFD",Controls,44.13,C,6,14,2026-03-23
HVAC-WH-EXPAN-02444,"Expansion Tank, 50 gal",Water Heaters,596.63,C,2,4,2026-02-24
HVAC-WH-EXPAN-02445,"Expansion Tank, 50 gal",Water Heaters,709.21,C,2,5,2026-03-22
HVAC-PIPE-CAST-02446,"Cast Iron Pipe, 1-1/2""",Pipe & Fittings,47.4,C,17,45,2026-04-10
HVAC-CU-ACR-02447,"ACR Copper, 1/2 in. x 50ft",Copper Tubing,126.09,C,2,4,2026-03-06
HVAC-CU-SOFT-02448,"Soft Copper Tubing, 5/8 in. x 50ft",Copper Tubing,110.95,B,26,43,2026-04-27
HVAC-WH-EXPAN-02449,"Expansion Tank, 199k BTU",Water Heaters,614.5,C,2,4,2026-03-30
HVAC-ELE-THHN-02450,"THHN Wire, 60A",Electrical,29.31,C,18,32,2026-04-21
HVAC-CTL-SMART-02451,"Smart Thermostat, 45 MFD",Controls,70.88,C,21,53,2026-03-23
HVAC-ELE-THHN-02452,"THHN Wire, 60A",Electrical,240.0,B,13,30,2026-05-28
HVAC-REF-R410A-02453,"R-410A, 25lb cylinder",Refrigerant,216.3,A,47,123,2026-07-18
HVAC-VLV-GATE-02454,"Gate Valve, 1""",Valves,53.99,A,42,91,2026-05-20
HVAC-PIPE-CAST-02455,"Cast Iron Pipe, 4""",Pipe & Fittings,88.03,C,2,4,2026-02-03
HVAC-ELE-DISCO-02456,"Disconnect Switch, 30A",Electrical,31.99,C,2,3,2026-01-30
HVAC-CU-ACR-02457,"ACR Copper, 1/4 in. x 50ft",Copper Tubing,72.86,C,2,5,2026-02-27
HVAC-ELE-EMT-02458,"EMT Conduit, 3/4 in.",Electrical,53.08,A,43,116,2026-05-19
HVAC-WH-EXPAN-02459,"Expansion Tank, 199k BTU",Water Heaters,756.5,B,2,3,2026-02-26
HVAC-MOT-CONDE-02460,"Condenser Fan Motor, 1/2 HP",Motor,588.6,C,2,3,2026-02-17
HVAC-ELE-DISCO-02461,"Disconnect Switch, 3/4 in.",Electrical,36.5,B,12,21,2026-05-04
HVAC-CTL-SMART-02462,"Smart Thermostat, 120V",Controls,100.86,A,51,99,2026-07-11
HVAC-CTL-RELAY-02463,"Relay, 120V",Controls,105.55,A,56,145,2026-04-19
HVAC-ELE-THHN-02464,"THHN Wire, 3/4 in.",Electrical,53.83,C,14,30,2026-02-18
HVAC-CTL-CONTA-02465,"Contactor, 24V",Controls,105.17,C,16,24,2026-01-28
HVAC-ELE-EMT-02466,"EMT Conduit, 30A",Electrical,43.44,C,16,27,2026-03-04
HVAC-WH-GAS-02467,"Gas Water Heater, 199k BTU",Water Heaters,621.24,C,2,4,2026-04-06
HVAC-COMP-ROTAR-02468,"Rotary Compressor, 3 Ton 230V",Compressor,1386.32,C,4,9,2026-03-14
HVAC-ELE-EMT-02469,"EMT Conduit, 20A",Electrical,29.83,C,2,3,2026-02-08
HVAC-PIPE-PEX-02470,"PEX Tubing, 1""",Pipe & Fittings,84.88,C,9,24,2026-02-11
HVAC-CTL-CAPAC-02471,"Capacitor, 24V",Controls,39.19,B,17,49,2026-05-25
HVAC-VLV-CHECK-02472,"Check Valve, 1-1/4""",Valves,63.94,B,31,71,2026-05-02
HVAC-PIPE-COPPE-02473,"Copper Fitting Elbow, 3/4""",Pipe & Fittings,19.57,C,8,21,2026-02-24
HVAC-CU-SOFT-02474,"Soft Copper Tubing, 1/2 in. x 50ft",Copper Tubing,131.65,B,20,59,2026-04-30
HVAC-CU-ACR-02475,"ACR Copper, 5/8 in. x 50ft",Copper Tubing,185.77,C,13,38,2026-03-19
HVAC-COMP-ROTAR-02476,"Rotary Compressor, 2.5 Ton 230V",Compressor,1548.36,C,12,28,2026-03-11
HVAC-COMP-ROTAR-02477,"Rotary Compressor, 2 Ton 208V",Compressor,873.31,C,11,22,2026-02-27
HVAC-REF-R454B-02478,"R-454B, 30lb tank",Refrigerant,214.45,A,55,89,2026-05-18
HVAC-CTL-RELAY-02479,"Relay, 45 MFD",Controls,70.75,B,22,53,2026-04-24
HVAC-MOT-BLOWE-02480,"Blower Motor, 1/3 HP",Motor,364.3,A,49,134,2026-06-05
HVAC-PIPE-COPPE-02481,"Copper Fitting Elbow, 1/2""",Pipe & Fittings,17.75,C,2,5,2026-01-03
HVAC-MOT-CONDE-02482,"Condenser Fan Motor, 1 HP",Motor,169.92,C,2,3,2026-03-03
HVAC-VLV-PRESS-02483,"Pressure Reducing Valve, 1""",Valves,23.72,C,10,20,2026-02-14
HVAC-MOT-PSC-02484,"PSC Motor, 1 HP",Motor,213.13,B,16,32,2026-04-21
HVAC-MOT-BLOWE-02485,"Blower Motor, 1/2 HP",Motor,198.3,C,2,5,2026-03-13
HVAC-ELE-CIRCU-02486,"Circuit Breaker, 20A",Electrical,29.49,C,2,5,2026-02-19
HVAC-ELE-DISCO-02487,"Disconnect Switch, 20A",Electrical,73.34,C,21,46,2026-02-06
HVAC-VLV-CHECK-02488,"Check Valve, 1-1/4""",Valves,69.57,C,6,10,2026-03-02
HVAC-REF-R454B-02489,"R-454B, 50lb jug",Refrigerant,297.35,C,13,24,2026-02-19
HVAC-ELE-CIRCU-02490,"Circuit Breaker, 20A",Electrical,19.5,C,13,32,2026-03-13
HVAC-WH-GAS-02491,"Gas Water Heater, 40 gal",Water Heaters,766.26,A,48,83,2026-07-03
HVAC-ELE-CIRCU-02492,"Circuit Breaker, 60A",Electrical,37.22,C,2,3,2026-03-14
HVAC-ELE-EMT-02493,"EMT Conduit, 60A",Electrical,46.03,A,60,101,2026-07-06
HVAC-ELE-EMT-02494,"EMT Conduit, 60A",Electrical,23.4,B,24,55,2026-05-08
HVAC-CU-ACR-02495,"ACR Copper, 3/8 in. x 50ft",Copper Tubing,145.06,B,12,33,2026-03-30
HVAC-ELE-DISCO-02496,"Disconnect Switch, 60A",Electrical,81.32,B,22,64,2026-04-22
HVAC-COMP-VARIA-02497,"Variable Speed Compressor, 2 Ton 208V",Compressor,2033.72,A,50,89,2026-06-23
HVAC-VLV-GATE-02498,"Gate Valve, 1/2""",Valves,108.0,B,4,6,2026-02-24
HVAC-ELE-THHN-02499,"THHN Wire, 3/4 in.",Electrical,19.67,C,2,4,2026-03-31
HVAC-WH-EXPAN-02500,"Expansion Tank, 75 gal",Water Heaters,1076.8,A,50,110,2026-06-13
HVAC-VLV-GATE-02501,"Gate Valve, 1""",Valves,48.31,C,7,10,2026-03-22
HVAC-PIPE-CAST-02502,"Cast Iron Pipe, 1""",Pipe & Fittings,86.23,B,12,22,2026-04-23
HVAC-PIPE-CPVC-02503,"CPVC Pipe, 3/4""",Pipe & Fittings,22.85,C,2,5,2026-02-14
HVAC-MOT-PSC-02504,"PSC Motor, 1/6 HP",Motor,198.65,B,16,39,2026-04-03
HVAC-CTL-CONTA-02505,"Contactor, 45 MFD",Controls,69.26,C,11,29,2026-03-05
HVAC-CTL-RELAY-02506,"Relay, 24V",Controls,149.55,A,56,121,2026-06-08
HVAC-PIPE-COPPE-02507,"Copper Fitting Elbow, 3/4""",Pipe & Fittings,27.15,C,6,16,2026-02-07
HVAC-ELE-DISCO-02508,"Disconnect Switch, 12 AWG",Electrical,117.85,A,54,150,2026-07-17
HVAC-REF-R32-02509,"R-32, 50lb jug",Refrigerant,306.33,C,2,3,2026-03-03
HVAC-PIPE-COPPE-02510,"Copper Fitting Elbow, 1/2""",Pipe & Fittings,11.31,C,11,24,2026-01-13
HVAC-MOT-PSC-02511,"PSC Motor, 1/4 HP",Motor,160.84,B,15,34,2026-03-21
HVAC-ELE-CIRCU-02512,"Circuit Breaker, 10 AWG",Electrical,67.7,B,20,46,2026-03-25
HVAC-CTL-FURNA-02513,"Furnace Control Board, 40A",Controls,39.79,A,46,93,2026-05-25
HVAC-ELE-CIRCU-02514,"Circuit Breaker, 10 AWG",Electrical,35.3,C,6,12,2026-01-25
HVAC-MOT-CONDE-02515,"Condenser Fan Motor, 1/3 HP",Motor,160.23,C,10,19,2026-03-16
HVAC-REF-R32-02516,"R-32, 25lb cylinder",Refrigerant,259.93,C,17,46,2026-02-08
HVAC-WH-EXPAN-02517,"Expansion Tank, 199k BTU",Water Heaters,676.07,B,33,77,2026-05-26
HVAC-VLV-PRESS-02518,"Pressure Reducing Valve, 2""",Valves,58.23,C,22,43,2026-01-31
HVAC-VLV-GATE-02519,"Gate Valve, 1-1/4""",Valves,21.7,B,25,53,2026-05-08
HVAC-CTL-FURNA-02520,"Furnace Control Board, 45 MFD",Controls,88.51,B,27,41,2026-05-03
HVAC-VLV-PRESS-02521,"Pressure Reducing Valve, 2""",Valves,161.25,A,39,95,2026-05-27
HVAC-CTL-CAPAC-02522,"Capacitor, 70 MFD",Controls,148.03,B,18,43,2026-05-08
HVAC-REF-R454B-02523,"R-454B, 30lb tank",Refrigerant,299.26,B,35,65,2026-06-16
HVAC-PIPE-COPPE-02524,"Copper Fitting Elbow, 1-1/2""",Pipe & Fittings,37.49,C,2,5,2026-02-16
HVAC-COMP-ROTAR-02525,"Rotary Compressor, 3 Ton 230V",Compressor,3374.25,C,6,11,2026-04-01
HVAC-CTL-FURNA-02526,"Furnace Control Board, 30A",Controls,49.84,B,26,55,2026-05-10
HVAC-COMP-VARIA-02527,"Variable Speed Compressor, 3 Ton 230V",Compressor,1314.48,C,16,41,2026-03-02
HVAC-MOT-CONDE-02528,"Condenser Fan Motor, 1 HP",Motor,429.01,B,26,69,2026-05-13
HVAC-ELE-CIRCU-02529,"Circuit Breaker, 20A",Electrical,103.22,A,48,104,2026-07-01
HVAC-MOT-BLOWE-02530,"Blower Motor, 3/4 HP",Motor,274.37,A,52,99,2026-06-07
HVAC-PIPE-CAST-02531,"Cast Iron Pipe, 3/4""",Pipe & Fittings,21.25,B,18,34,2026-02-16
HVAC-PIPE-PVC-02532,"PVC Pipe, 2""",Pipe & Fittings,27.43,C,3,7,2026-03-12
HVAC-PIPE-CPVC-02533,"CPVC Pipe, 2""",Pipe & Fittings,38.85,C,2,5,2026-03-27
HVAC-CTL-CONTA-02534,"Contactor, 24V",Controls,45.17,C,11,24,2026-02-26
HVAC-VLV-GATE-02535,"Gate Valve, 1""",Valves,65.12,C,12,18,2026-03-07
HVAC-REF-R407C-02536,"R-407C, 50lb jug",Refrigerant,206.81,C,4,6,2026-03-18
HVAC-REF-R22-02537,"R-22, 30lb tank",Refrigerant,606.33,B,2,3,2026-03-29
HVAC-WH-GAS-02538,"Gas Water Heater, 199k BTU",Water Heaters,1526.78,A,41,95,2026-06-20
